oid,id,Material,Fecha_instalacion,Diametro_pulgadas,Longitud_millas,Tiempo_vida,others
972,segmento 972,Polietileno,1384561188,10.0,2.868970485,52.71693051,
973,segmento 973,Cloruro de polivinilo,131332058,125.0,6.23452314,8.611079841,
974,segmento 974,Cloruro de polivinilo,1029328619,0.25,1.889379201,21.98206741,
975,segmento 975,Hierro Galvanizado/Polietileno de alta densidad,73507163,10.0,6.66563529,49.59055595,
976,segmento 976,Polietileno,73811091,0.5,7.569405274,18.36618563,
977,segmento 977,Hierro ductil,393510031,0.25,3.528559144,40.51945714,
978,segmento 978,Plomo,1156558718,375.0,4.442591816,39.57881715,
979,segmento 979,Hierro Galvanizado/Polietileno de alta densidad,392695943,375.0,4.224135084,36.74280606,
980,segmento 980,Polietileno,587745693,2.0,2.078788565,28.51899901,
981,segmento 981,Polietileno,223124684,375.0,5.186929446,17.45483383,
982,segmento 982,Cloruro de polivinilo,685925532,0.75,8.945711224,26.54607397,
983,segmento 983,Cobre,707899564,4.0,7.424682175,68.44939654,
984,segmento 984,Hierro ductil,49736960,0.75,6.165576988,40.61270769,
985,segmento 985,Alta densidad plomo,1095648473,3.0,6.404011713,56.15447613,
986,segmento 986,Polietileno,1072056164,2.0,9.036766908,44.45149947,
987,segmento 987,Cloruro de polivinilo,1090605684,0.25,4.270206877,25.51354691,
988,segmento 988,Plomo,633616121,6.0,7.014881337,46.31258297,
989,segmento 989,Hierro Galvanizado/Polietileno de alta densidad,1082237932,0.5,0.227037746,46.63283611,
990,segmento 990,Plomo,1262576210,2.0,0.127851031,44.66966662,
991,segmento 991,Hierro ductil,744911768,5.0,8.367358539,65.61779317,
992,segmento 992,Hierro fundido,551576768,0.25,1.754256245,53.06192288,
993,segmento 993,Hierro Galvanizado/Polietileno de alta densidad,1286568543,8.0,3.956450475,67.90661875,
994,segmento 994,Cloruro de polivinilo,474479540,3.0,4.811934888,25.98302415,
995,segmento 995,Hierro fundido,780838403,125.0,2.004970932,56.28023585,
996,segmento 996,Cobre,1506605687,1.0,6.026027713,74.22114213,
997,segmento 997,Hierro Galvanizado/Polietileno de alta densidad,607997000,0.5,7.556051147,45.3167729,
998,segmento 998,Cobre,539693812,2.5,8.4578837,63.90050518,
999,segmento 999,Hierro Galvanizado/Polietileno de alta densidad,704555006,10.0,4.217057388,58.71930906,
1000,segmento 1000,Hierro ductil,1362546730,1.5,5.636406674,67.96471893,
1001,segmento 1001,Hierro fundido,1110952133,1.5,6.023691072,75.15882058,
1002,segmento 1002,Hierro Galvanizado/Polietileno de alta densidad,1304138116,0.25,9.157622479,57.2333514,
1003,segmento 1003,Hierro fundido,545961356,2.5,6.305363001,67.55575885,
1004,segmento 1004,Hierro fundido,744988844,4.0,0.653837358,68.00634615,
1005,segmento 1005,Cobre,632816381,0.5,6.604287002,56.24028053,
1006,segmento 1006,Alta densidad plomo,223263125,10.0,1.711233318,41.62514638,
1007,segmento 1007,Cloruro de polivinilo,850491685,6.0,0.528584667,32.31953971,
1008,segmento 1008,Polietileno,1257824332,1.25,6.593354539,42.89882738,
1009,segmento 1009,Hierro ductil,1546734322,3.0,2.420023884,71.85220913,
1010,segmento 1010,Hierro Galvanizado/Polietileno de alta densidad,302123758,125.0,2.345492383,30.67998173,
1011,segmento 1011,Hierro ductil,1160855743,1.25,8.910626394,66.31384304,
1012,segmento 1012,Hierro fundido,985128061,4.0,4.039836317,75.84160157,
1013,segmento 1013,Hierro ductil,208987040,4.0,5.087149566,51.20126276,
1014,segmento 1014,Hierro fundido,1218189628,10.0,4.137570977,85.22525251,
1015,segmento 1015,Hierro ductil,539363872,0.5,5.272507215,47.4626014,
1016,segmento 1016,Hierro Galvanizado/Polietileno de alta densidad,224129396,8.0,8.067839354,52.52617301,
1017,segmento 1017,Hierro Galvanizado/Polietileno de alta densidad,354451495,6.0,1.088734627,46.6225956,
1018,segmento 1018,Hierro Galvanizado/Polietileno de alta densidad,1205942010,6.0,3.617933224,64.83233146,
1019,segmento 1019,Cloruro de polivinilo,320175375,4.0,2.256066817,21.81439614,
1020,segmento 1020,Hierro ductil,765011552,5.0,2.507991943,60.06878353,
1021,segmento 1021,Hierro ductil,524829230,2.0,3.520087377,51.67525519,
1022,segmento 1022,Cloruro de polivinilo,484708674,0.5,8.788258059,21.43757887,
1023,segmento 1023,Hierro ductil,628665327,0.5,8.657810929,52.52394265,
1024,segmento 1024,Cloruro de polivinilo,521823413,1.25,7.722352364,24.7932756,
1025,segmento 1025,Hierro Galvanizado/Polietileno de alta densidad,398986225,125.0,9.208822385,39.39349306,
1026,segmento 1026,Cobre,618945818,375.0,7.112169482,55.24827736,
1027,segmento 1027,Hierro fundido,116776488,375.0,9.560458027,54.20300012,
1028,segmento 1028,Hierro Galvanizado/Polietileno de alta densidad,319164874,125.0,0.448356786,29.0769908,
1029,segmento 1029,Plomo,829684421,0.5,9.155689233,39.57980841,
1030,segmento 1030,Hierro Galvanizado/Polietileno de alta densidad,484229509,6.0,4.07296243,52.02298721,
1031,segmento 1031,Cloruro de polivinilo,538319134,0.75,2.137106883,16.95489385,
1032,segmento 1032,Plomo,1034008867,0.25,8.687195331,40.36316797,
1033,segmento 1033,Cobre,621645134,1.25,6.830349118,60.01323832,
1034,segmento 1034,Polietileno,16090068,0.25,7.911533452,15.1505458,
1035,segmento 1035,Hierro fundido,1353902118,8.0,4.393431912,86.72882568,
1036,segmento 1036,Cloruro de polivinilo,1295129133,8.0,4.652215554,45.90965874,
1037,segmento 1037,Polietileno,220262897,2.5,9.100979063,30.10580421,
1038,segmento 1038,Hierro ductil,917238275,1.5,5.412921543,59.55180436,
1039,segmento 1039,Hierro ductil,1399171521,1.25,4.059877995,65.79562698,
1040,segmento 1040,Alta densidad plomo,155458236,1.5,3.147007855,31.82880399,
1041,segmento 1041,Alta densidad plomo,742649576,5.0,3.455020469,49.18567281,
1042,segmento 1042,Hierro fundido,389502467,5.0,7.680762447,69.81849267,
1043,segmento 1043,Plomo,63086986,2.5,5.980060226,29.77790538,
1044,segmento 1044,Polietileno,359242012,2.0,7.894367222,30.19219035,
1045,segmento 1045,Alta densidad plomo,1270036080,1.0,3.602844341,50.28119927,
1046,segmento 1046,Hierro Galvanizado/Polietileno de alta densidad,1153595563,2.5,7.70343045,62.9966862,
1047,segmento 1047,Hierro Galvanizado/Polietileno de alta densidad,895651759,3.0,8.027880502,59.83201469,
1048,segmento 1048,Cobre,886758428,8.0,3.962903098,71.99104093,
1049,segmento 1049,Hierro ductil,1114707722,6.0,2.570669691,67.81139675,
1050,segmento 1050,Plomo,880306726,4.0,0.388564255,41.6548377,
1051,segmento 1051,Hierro fundido,1381411835,1.25,2.639409798,75.4628632,
1052,segmento 1052,Plomo,1027950681,10.0,8.257598229,57.31784936,
1053,segmento 1053,Cloruro de polivinilo,1150638355,1.5,0.553564729,30.36308731,
1054,segmento 1054,Alta densidad plomo,94911037,6.0,1.06118996,36.10873303,
1055,segmento 1055,Plomo,661807216,8.0,4.300659759,45.33924944,
1056,segmento 1056,Alta densidad plomo,844194581,6.0,9.091606038,57.99613865,
1057,segmento 1057,Polietileno,1432866417,2.0,7.754301135,49.78971866,
1058,segmento 1058,Plomo,1376653555,1.25,6.358806781,50.56091842,
1059,segmento 1059,Hierro fundido,1005882507,1.25,0.275959625,66.17128462,
1060,segmento 1060,Cloruro de polivinilo,100151862,0.5,6.459921209,12.01549442,
1061,segmento 1061,Plomo,19174561,10.0,8.613910044,39.13101246,
1062,segmento 1062,Plomo,982795009,6.0,3.353005939,49.03351085,
1063,segmento 1063,Cobre,1468545142,0.25,1.805797602,64.25852527,
1064,segmento 1064,Cobre,562436694,375.0,5.976176919,53.06186753,
1065,segmento 1065,Hierro ductil,325731850,2.0,3.046586938,47.53648787,
1066,segmento 1066,Alta densidad plomo,1124953889,12.0,6.2242749,64.01171547,
1067,segmento 1067,Plomo,528251750,0.5,8.753242807,33.63133803,
1068,segmento 1068,Alta densidad plomo,1170455446,0.5,6.545052414,48.92229728,
1069,segmento 1069,Cobre,1006313583,1.0,8.855920281,67.88155134,
1070,segmento 1070,Alta densidad plomo,907988515,0.5,9.640983835,47.22394242,
1071,segmento 1071,Plomo,154128419,8.0,6.906637088,38.63767436,
1072,segmento 1072,Hierro Galvanizado/Polietileno de alta densidad,924103038,3.0,3.304782566,55.58429671,
1073,segmento 1073,Plomo,402927451,375.0,2.749244864,24.01255685,
1074,segmento 1074,Hierro ductil,401517192,12.0,2.504799457,58.38257127,
1075,segmento 1075,Hierro Galvanizado/Polietileno de alta densidad,918767625,0.5,8.381840224,51.8645441,
1076,segmento 1076,Polietileno,1173001412,3.0,4.446519065,44.17080378,
1077,segmento 1077,Hierro fundido,896013493,0.75,3.916933515,65.32905076,
1078,segmento 1078,Alta densidad plomo,57280085,125.0,3.209431232,21.33681379,
1079,segmento 1079,Hierro Galvanizado/Polietileno de alta densidad,1575457639,0.5,8.201582323,63.75597098,
1080,segmento 1080,Polietileno,1491220135,1.5,7.371176735,49.22558049,
1081,segmento 1081,Alta densidad plomo,786608810,12.0,7.320055134,58.89795613,
1082,segmento 1082,Hierro ductil,1026563853,4.0,2.523164817,63.64285215,
1083,segmento 1083,Cloruro de polivinilo,1143812772,0.75,4.568979063,30.54357035,
1084,segmento 1084,Hierro fundido,432738388,12.0,9.583325255,77.53518279,
1085,segmento 1085,Polietileno,716005203,2.5,2.073618131,32.12187815,
1086,segmento 1086,Hierro fundido,1169228840,3.0,8.38724219,82.36768625,
1087,segmento 1087,Hierro fundido,666011361,0.5,5.767100851,61.71922651,
1088,segmento 1088,Polietileno,956860963,2.0,1.32563583,34.54456886,
1089,segmento 1089,Cloruro de polivinilo,62221064,0.75,6.933832622,13.04682011,
1090,segmento 1090,Hierro ductil,307998990,0.75,0.52834423,39.66678272,
1091,segmento 1091,Hierro Galvanizado/Polietileno de alta densidad,1411351777,0.25,6.144447136,56.16090548,
1092,segmento 1092,Plomo,1419821715,2.5,2.261383643,50.96577087,
1093,segmento 1093,Alta densidad plomo,63649377,0.25,5.021033832,24.53381735,
1094,segmento 1094,Cloruro de polivinilo,252440202,1.5,8.503097298,21.87918999,
1095,segmento 1095,Hierro Galvanizado/Polietileno de alta densidad,988721353,8.0,1.935084513,60.3887966,
1096,segmento 1096,Hierro fundido,901115474,0.25,0.793341728,58.51770948,
1097,segmento 1097,Cloruro de polivinilo,1224124119,1.5,1.884100455,33.05812763,
1098,segmento 1098,Hierro fundido,840627689,375.0,5.097561469,63.00331434,
1099,segmento 1099,Hierro ductil,777812775,0.5,3.306475324,49.86068796,
1100,segmento 1100,Hierro fundido,1572398945,12.0,7.159892092,96.04038048,
1101,segmento 1101,Hierro Galvanizado/Polietileno de alta densidad,1418160348,6.0,0.268941333,65.35122941,
1102,segmento 1102,Hierro Galvanizado/Polietileno de alta densidad,124469566,1.5,5.499370239,39.34947438,
1103,segmento 1103,Alta densidad plomo,497226670,4.0,1.456163233,41.40442794,
1104,segmento 1104,Hierro Galvanizado/Polietileno de alta densidad,1614460248,1.25,0.464858619,60.40817695,
1105,segmento 1105,Plomo,756724397,8.0,7.875420939,50.69520922,
1106,segmento 1106,Alta densidad plomo,285756481,2.0,0.253232272,32.55138311,
1107,segmento 1107,Hierro ductil,819019316,12.0,1.825897556,65.3727534,
1108,segmento 1108,Polietileno,374155799,0.25,0.906002798,14.65743225,
1109,segmento 1109,Hierro fundido,1135921536,0.5,4.387669882,68.96534627,
1110,segmento 1110,Polietileno,623968988,1.5,8.264716387,34.18339055,
1111,segmento 1111,Cloruro de polivinilo,588322733,2.0,9.384064954,30.19438946,
1112,segmento 1112,Cobre,386765557,3.0,7.584774939,61.45693071,
1113,segmento 1113,Hierro ductil,1468330299,5.0,1.397294558,71.87766024,
1114,segmento 1114,Polietileno,1350613904,10.0,1.130023784,50.33628445,
1115,segmento 1115,Cobre,1283315732,8.0,0.371442329,75.65416562,
1116,segmento 1116,Hierro fundido,64704482,2.5,3.391514749,55.76437985,
1117,segmento 1117,Polietileno,786175702,375.0,4.095286962,26.70408025,
1118,segmento 1118,Hierro Galvanizado/Polietileno de alta densidad,376908650,4.0,9.967990308,53.5044244,
1119,segmento 1119,Hierro Galvanizado/Polietileno de alta densidad,602931384,4.0,4.002446414,51.63413982,
1120,segmento 1120,Plomo,129477638,10.0,5.25859463,37.76977065,
1121,segmento 1121,Cloruro de polivinilo,596446334,12.0,9.063713004,40.02015725,
1122,segmento 1122,Polietileno,778665258,2.0,4.069207032,34.03965441,
1123,segmento 1123,Polietileno,1408277273,0.5,5.380663623,40.69002388,
1124,segmento 1124,Plomo,828524599,1.25,4.871275523,38.98079401,
1125,segmento 1125,Hierro ductil,1263374381,0.75,5.253953279,62.00507952,
1126,segmento 1126,Alta densidad plomo,267619873,12.0,6.588143002,48.61683412,
1127,segmento 1127,Cloruro de polivinilo,899538396,1.0,9.340982129,32.12269447,
1128,segmento 1128,Cobre,925329204,375.0,2.321874814,56.04257558,
1129,segmento 1129,Alta densidad plomo,1265710509,0.75,5.226135613,50.59136008,
1130,segmento 1130,Polietileno,91371592,2.0,7.862510211,25.23510797,
1131,segmento 1131,Alta densidad plomo,753673978,10.0,2.821441437,52.49838197,
1132,segmento 1132,Cloruro de polivinilo,593338407,1.25,9.783856507,28.19043447,
1133,segmento 1133,Cloruro de polivinilo,1015866723,6.0,2.484857026,37.33605786,
1134,segmento 1134,Cobre,149016321,2.5,7.918771926,56.17318769,
1135,segmento 1135,Alta densidad plomo,226581086,2.5,3.003171132,35.49113609,
1136,segmento 1136,Hierro fundido,847433682,6.0,0.437987697,72.17180503,
1137,segmento 1137,Hierro ductil,84421232,1.0,9.88017574,46.25251169,
1138,segmento 1138,Plomo,1388633922,10.0,6.672907737,62.34845589,
1139,segmento 1139,Plomo,109486618,6.0,2.508270663,32.12412282,
1140,segmento 1140,Plomo,830213145,4.0,6.62028431,47.02851414,
1141,segmento 1141,Alta densidad plomo,1224674765,10.0,7.912120145,66.30001739,
1142,segmento 1142,Hierro fundido,1257866087,12.0,5.215573775,88.29361161,
1143,segmento 1143,Alta densidad plomo,1433548984,1.0,0.140211347,49.78983957,
1144,segmento 1144,Hierro fundido,158509604,10.0,6.226937125,67.85308713,
1145,segmento 1145,Hierro ductil,1277750847,5.0,1.02157333,67.99426527,
1146,segmento 1146,Cloruro de polivinilo,23304179,8.0,7.713750004,25.61911312,
1147,segmento 1147,Alta densidad plomo,970145449,5.0,6.071650141,56.01133466,
1148,segmento 1148,Polietileno,1106804418,6.0,1.472779112,43.69996815,
1149,segmento 1149,Plomo,1422358269,4.0,9.525775155,60.85017561,
1150,segmento 1150,Hierro Galvanizado/Polietileno de alta densidad,201883591,0.75,5.204946243,36.72536385,
1151,segmento 1151,Cloruro de polivinilo,1317729009,5.0,8.48738146,47.69907135,
1152,segmento 1152,Polietileno,631902762,5.0,2.73880939,34.99753189,
1153,segmento 1153,Plomo,329514272,10.0,6.1640036,42.36207777,
1154,segmento 1154,Cobre,1116519979,0.75,5.668349895,65.43797144,
1155,segmento 1155,Alta densidad plomo,343257519,125.0,6.687250869,30.10757111,
1156,segmento 1156,Plomo,1190324799,4.0,3.57674553,50.57502768,
1157,segmento 1157,Hierro fundido,881707207,3.0,8.623955743,77.32059194,
1158,segmento 1158,Hierro Galvanizado/Polietileno de alta densidad,716755194,5.0,0.87002493,51.81277346,
1159,segmento 1159,Cobre,780991460,5.0,6.395990432,70.00413737,
1160,segmento 1160,Hierro ductil,859090307,8.0,3.350910206,65.14989124,
1161,segmento 1161,Hierro Galvanizado/Polietileno de alta densidad,1430685368,10.0,3.677829031,71.52482777,
1162,segmento 1162,Cloruro de polivinilo,1190625120,10.0,8.295286351,48.91818064,
1163,segmento 1163,Cloruro de polivinilo,236208335,12.0,9.523174796,33.86114202,
1164,segmento 1164,Hierro Galvanizado/Polietileno de alta densidad,1606781812,0.25,4.209792462,57.79976732,
1165,segmento 1165,Hierro Galvanizado/Polietileno de alta densidad,477302328,0.75,5.265389607,41.85010015,
1166,segmento 1166,Hierro fundido,708389782,1.25,2.879110973,63.33120905,
1167,segmento 1167,Cloruro de polivinilo,224157948,0.5,4.981390323,12.8019298,
1168,segmento 1168,Cloruro de polivinilo,441200389,125.0,1.501080926,9.526876865,
1169,segmento 1169,Hierro fundido,717539354,1.5,5.637082967,67.53525783,
1170,segmento 1170,Alta densidad plomo,421773176,375.0,2.892584886,30.21811657,
1171,segmento 1171,Alta densidad plomo,735805344,4.0,1.607555415,45.94371258,
1172,segmento 1172,Cloruro de polivinilo,1557494226,12.0,0.15178122,48.68745146,
1173,segmento 1173,Cobre,678766830,1.25,6.515633342,60.74554856,
1174,segmento 1174,Hierro ductil,530714932,12.0,1.912887774,60.16003222,
1175,segmento 1175,Cobre,709554939,2.0,0.100775594,57.33194583,
1176,segmento 1176,Plomo,1450157385,3.0,5.269453226,55.81195827,
1177,segmento 1177,Hierro ductil,274472839,3.0,4.488866776,50.55091901,
1178,segmento 1178,Plomo,1355458052,1.5,1.221102835,46.23163078,
1179,segmento 1179,Cloruro de polivinilo,176768351,10.0,0.261223502,22.16280805,
1180,segmento 1180,Alta densidad plomo,412101840,125.0,1.146719206,25.77680455,
1181,segmento 1181,Alta densidad plomo,9309968,12.0,3.199074073,40.44440244,
1182,segmento 1182,Alta densidad plomo,17428627,0.75,3.742122373,26.14220082,
1183,segmento 1183,Alta densidad plomo,169547659,1.0,4.803422998,31.26099021,
1184,segmento 1184,Plomo,280783484,0.25,9.944097838,27.78441997,
1185,segmento 1185,Hierro Galvanizado/Polietileno de alta densidad,1067701696,4.0,8.846113424,65.07171872,
1186,segmento 1186,Hierro ductil,317602116,10.0,8.81477325,61.96347031,
1187,segmento 1187,Alta densidad plomo,742018607,0.25,1.178409789,33.12446544,
1188,segmento 1188,Cloruro de polivinilo,1412063484,3.0,6.179698928,44.60245552,
1189,segmento 1189,Alta densidad plomo,1228338641,12.0,6.981930352,66.67779356,
1190,segmento 1190,Cobre,1074944244,12.0,5.542505028,79.54646908,
1191,segmento 1191,Hierro ductil,1532379100,1.0,3.438125263,66.36666793,
1192,segmento 1192,Cobre,520867726,8.0,3.904772473,65.2052779,
1193,segmento 1193,Cloruro de polivinilo,5275159,2.5,6.796768627,18.11139864,
1194,segmento 1194,Hierro fundido,1213790898,1.5,1.696935387,72.67909165,
1195,segmento 1195,Alta densidad plomo,615806915,4.0,9.885982548,52.09954163,
1196,segmento 1196,Plomo,383082628,8.0,3.093589413,38.9955247,
1197,segmento 1197,Plomo,1369000350,375.0,6.47432167,45.53689294,
1198,segmento 1198,Hierro Galvanizado/Polietileno de alta densidad,1186070618,4.0,1.148673309,59.47278611,
1199,segmento 1199,Cloruro de polivinilo,1307707899,125.0,9.854613357,33.89587161,
1200,segmento 1200,Cobre,1008507663,8.0,5.095907716,75.37389786,
1201,segmento 1201,Hierro Galvanizado/Polietileno de alta densidad,386884996,2.5,0.947451594,42.07618819,
1202,segmento 1202,Polietileno,2945742,12.0,2.493083058,28.18569997,
1203,segmento 1203,Hierro ductil,575027852,2.0,4.137569788,53.22189632,
1204,segmento 1204,Plomo,964901085,2.0,4.906166019,44.02337255,
1205,segmento 1205,Plomo,1168280754,5.0,7.655774044,55.53997002,
1206,segmento 1206,Cobre,821270987,0.75,7.230356474,61.58748638,
1207,segmento 1207,Plomo,1015629455,0.75,8.017821363,43.0991199,
1208,segmento 1208,Hierro Galvanizado/Polietileno de alta densidad,381118933,1.25,3.815458526,41.11715355,
1209,segmento 1209,Plomo,431437932,3.0,3.361091403,35.15476011,
1210,segmento 1210,Alta densidad plomo,126458859,6.0,2.83176884,38.47721573,
1211,segmento 1211,Polietileno,1145162342,8.0,5.180932681,49.40080342,
1212,segmento 1212,Cobre,555669585,125.0,1.680255665,46.09813716,
1213,segmento 1213,Hierro ductil,230866379,375.0,0.977248865,36.20210821,
1214,segmento 1214,Cobre,711196970,10.0,6.916337701,72.99654138,
1215,segmento 1215,Plomo,1544505455,1.0,1.310277831,47.29741779,
1216,segmento 1216,Hierro ductil,263908124,8.0,0.900308109,51.73187581,
1217,segmento 1217,Cloruro de polivinilo,1477467079,8.0,9.457052359,54.11538449,
1218,segmento 1218,Plomo,1411724298,1.25,5.722378569,50.56285111,
1219,segmento 1219,Cobre,1261017034,0.5,5.388958399,66.56239328,
1220,segmento 1220,Hierro Galvanizado/Polietileno de alta densidad,1399179527,10.0,0.183168693,67.41562048,
1221,segmento 1221,Hierro ductil,1490728198,0.75,1.114675519,62.0039807,
1222,segmento 1222,Polietileno,1418956712,8.0,9.640907014,58.93964575,
1223,segmento 1223,Hierro fundido,1496759057,0.75,8.793801332,81.3001246,
1224,segmento 1224,Plomo,197527878,0.5,3.494016403,22.23849897,
1225,segmento 1225,Hierro Galvanizado/Polietileno de alta densidad,129471952,4.0,2.151109648,41.05936382,
1226,segmento 1226,Cloruro de polivinilo,1550267644,0.75,6.411238072,39.87727157,
1227,segmento 1227,Cloruro de polivinilo,554777430,0.5,2.44550794,16.31900235,
1228,segmento 1228,Alta densidad plomo,155898998,3.0,8.921890528,41.42012241,
1229,segmento 1229,Hierro ductil,966285159,6.0,9.874638901,72.46033591,
1230,segmento 1230,Cloruro de polivinilo,822664922,0.5,5.634888147,24.46581598,
1231,segmento 1231,Polietileno,996805830,125.0,1.471072439,25.4258767,
1232,segmento 1232,Hierro Galvanizado/Polietileno de alta densidad,1356609614,375.0,7.444290418,57.71742219,
1233,segmento 1233,Plomo,476008134,2.0,0.50168499,30.5859116,
1234,segmento 1234,Cloruro de polivinilo,19205835,10.0,6.909756972,25.98164927,
1235,segmento 1235,Polietileno,673543581,2.5,4.561295423,33.85400979,
1236,segmento 1236,Plomo,1003551074,6.0,4.500601607,50.57430686,
1237,segmento 1237,Cobre,1594623436,375.0,1.113165085,67.12689575,
1238,segmento 1238,Alta densidad plomo,940182586,375.0,8.083071172,44.99219399,
1239,segmento 1239,Cloruro de polivinilo,1347467575,0.5,3.798093361,32.259172,
1240,segmento 1240,Polietileno,473432509,0.75,2.347644517,21.6888776,
1241,segmento 1241,Polietileno,657600067,8.0,7.285999698,42.56310851,
1242,segmento 1242,Hierro fundido,374201859,0.75,0.761598426,52.54813037,
1243,segmento 1243,Hierro fundido,1279468076,1.5,5.595918042,77.82495885,
1244,segmento 1244,Alta densidad plomo,958517825,5.0,0.706624174,50.37833805,
1245,segmento 1245,Hierro ductil,1134532708,2.5,4.340333159,64.96342582,
1246,segmento 1246,Cobre,855923286,6.0,4.836135215,71.05617729,
1247,segmento 1247,Alta densidad plomo,983767087,1.25,4.049971752,46.71967448,
1248,segmento 1248,Plomo,109112470,8.0,3.658868155,34.52946365,
1249,segmento 1249,Cobre,634156091,5.0,8.341206819,69.26937611,
1250,segmento 1250,Hierro ductil,65478010,8.0,4.385793356,51.60435187,
1251,segmento 1251,Plomo,976486597,1.0,6.00251197,41.59379692,
1252,segmento 1252,Cobre,981139948,3.0,5.127078012,69.90221675,
1253,segmento 1253,Hierro fundido,1470448637,3.0,2.774840401,82.2366386,
1254,segmento 1254,Cobre,1182848429,0.25,0.182025193,57.36570409,
1255,segmento 1255,Cobre,599900954,8.0,9.975549514,72.79043307,
1256,segmento 1256,Polietileno,1575197003,8.0,3.469344634,55.57828387,
1257,segmento 1257,Plomo,279354934,375.0,8.904666031,27.95822439,
1258,segmento 1258,Polietileno,1502586976,0.75,8.048124381,46.36834986,
1259,segmento 1259,Polietileno,1345913035,12.0,3.194103423,53.58478603,
1260,segmento 1260,Cloruro de polivinilo,799274753,2.5,6.514149776,32.42392153,
1261,segmento 1261,Hierro fundido,1243271307,2.0,2.17099967,74.94995344,
1262,segmento 1262,Alta densidad plomo,755950215,375.0,5.763335643,39.2618418,
1263,segmento 1263,Cloruro de polivinilo,827035470,10.0,6.174737391,40.0914725,
1264,segmento 1264,Cobre,830081536,0.75,4.138043415,58.62592327,
1265,segmento 1265,Plomo,1299194272,2.5,8.975455081,55.52987797,
1266,segmento 1266,Cloruro de polivinilo,124459663,12.0,1.656994078,23.86096141,
1267,segmento 1267,Hierro ductil,893835240,1.0,7.164913008,58.39121865,
1268,segmento 1268,Hierro Galvanizado/Polietileno de alta densidad,826882453,5.0,2.403702383,55.38667581,
1269,segmento 1269,Cloruro de polivinilo,1033046633,375.0,4.414591064,25.85114362,
1270,segmento 1270,Hierro fundido,1113545934,12.0,9.937174311,90.40952201,
1271,segmento 1271,Alta densidad plomo,937986917,1.25,6.924659148,48.7817126,
1272,segmento 1272,Polietileno,440543553,1.25,5.295303997,26.56163495,
1273,segmento 1273,Hierro Galvanizado/Polietileno de alta densidad,1394308777,12.0,1.958814107,70.36965105,
1274,segmento 1274,Plomo,418800336,6.0,2.116581819,37.41533253,
1275,segmento 1275,Alta densidad plomo,363873619,375.0,3.089519621,29.35253429,
1276,segmento 1276,Alta densidad plomo,1430965294,0.75,5.383045154,53.78812913,
1277,segmento 1277,Cobre,342811629,5.0,0.890562731,56.38698985,
1278,segmento 1278,Hierro fundido,846715663,1.0,3.020171852,64.7668708,
1279,segmento 1279,Hierro fundido,702698914,2.0,6.248389804,69.12989213,
1280,segmento 1280,Hierro Galvanizado/Polietileno de alta densidad,413611544,1.25,0.415176042,38.27991427,
1281,segmento 1281,Hierro ductil,785965044,8.0,8.887007445,69.39747178,
1282,segmento 1282,Cloruro de polivinilo,208440744,2.0,6.554824303,20.35229005,
1283,segmento 1283,Hierro Galvanizado/Polietileno de alta densidad,1381425676,6.0,0.393112259,64.80127312,
1284,segmento 1284,Hierro ductil,649929189,375.0,6.402230581,49.38652317,
1285,segmento 1285,Alta densidad plomo,1283269092,1.0,2.123019542,49.02972089,
1286,segmento 1286,Polietileno,716748791,0.75,8.696705191,32.57553623,
1287,segmento 1287,Hierro ductil,127322292,2.5,7.769427217,49.90919543,
1288,segmento 1288,Hierro fundido,1497442392,2.0,3.338645702,80.80242976,
1289,segmento 1289,Hierro ductil,498240980,1.5,7.451149806,53.90718983,
1290,segmento 1290,Hierro ductil,937484991,10.0,9.245072929,73.79490822,
1291,segmento 1291,Plomo,1173501592,3.0,4.301534905,49.74783685,
1292,segmento 1292,Cobre,1127550325,0.25,7.065808611,63.30234316,
1293,segmento 1293,Hierro fundido,485268277,2.5,8.647219563,68.80540426,
1294,segmento 1294,Alta densidad plomo,833548375,1.25,2.312744697,42.20306926,
1295,segmento 1295,Cloruro de polivinilo,618882811,3.0,0.270298951,24.05042434,
1296,segmento 1296,Hierro Galvanizado/Polietileno de alta densidad,1195105075,12.0,9.170408135,73.99165064,
1297,segmento 1297,Alta densidad plomo,1519375902,3.0,3.284453193,60.79380325,
1298,segmento 1298,Hierro ductil,1624853912,5.0,2.237883472,75.60448848,
1299,segmento 1299,Cloruro de polivinilo,925901585,1.25,5.532197889,30.01013532,
1300,segmento 1300,Hierro fundido,1464371977,0.75,3.089802631,74.94306047,
1301,segmento 1301,Alta densidad plomo,677532203,3.0,9.487298804,51.58167459,
1302,segmento 1302,Hierro fundido,1611840361,2.0,9.426019263,89.05454384,
1303,segmento 1303,Plomo,777350783,12.0,4.69477582,50.36166063,
1304,segmento 1304,Cloruro de polivinilo,664238742,375.0,3.812127546,18.46191569,
1305,segmento 1305,Hierro Galvanizado/Polietileno de alta densidad,204011079,0.5,5.88938775,36.20583363,
1306,segmento 1306,Cloruro de polivinilo,863345389,0.5,3.848239615,23.40904696,
1307,segmento 1307,Cobre,1570491230,12.0,9.861321516,93.01973724,
1308,segmento 1308,Hierro fundido,395070078,0.75,0.802696561,52.97331411,
1309,segmento 1309,Polietileno,548522404,2.0,3.328293869,29.05998989,
1310,segmento 1310,Hierro Galvanizado/Polietileno de alta densidad,769310078,375.0,5.918858316,45.37884749,
