ubicación,Genero,edad,Nombre_auto,Año_vehiculo,Millas_auto,Precio_auto,Precio_poliza,Tipo_poliza
zona 1 fuera de la ciudad,Femenino,27, Ford Fiesta,2016,43588,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,87, Chrysler ,2016,84584,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,59, Kia Rio,2018,69243,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,58, Chevrolet Volt,2014,68188,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,63, MINI Countryman,2016,81992,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,84, Volkswagen Tiguan,2020,90896,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,71, Hyundai Santa Fe,2011,46879,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,80, Hyundai Sonata,2017,92786,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,64, Jeep Patriot,2022,72230,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,68, Ford Fiesta,2017,28771,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,43, Jeep Patriot,2018,86026,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,22, Hyundai Sonata,2015,92786,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,53, Nissan LEAF,2012,35615,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,47, INFINITI G,2015,86506,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,59, INFINITI G,2010,86506,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,60, Chrysler ,2019,64683,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,30, Dodge Grand Caravan Passenger,2020,94376,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,70, Nissan Sentra,2021,42022,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,23, Hyundai Sonata,2013,87313,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,47, Nissan LEAF,2011,59460,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,47, INFINITI G,2015,83681,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,74, INFINITI G,2019,83681,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,31, Honda Civic,2014,74199,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,78, Honda Civic,2020,74199,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,58, Toyota Prius,2017,93234,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,27, Chevrolet Cruze Limited,2014,49503,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,53, Subaru Forester,2012,98558,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,65, Hyundai Elantra,2010,58875,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,34, Chevrolet Cruze Limited,2011,49503,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,28, Ford Edge,2017,100127,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,70, Kia Forte,2018,59470,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,42, Mitsubishi Mirage,2014,29567,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,26, Ford Escape,2017,87479,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,79, Hyundai Elantra GT,2014,78771,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,33, Hyundai Accent,2018,82382,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,39, Nissan Versa,2015,50005,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,88, Honda Accord,2021,65991,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,83, Honda Civic,2016,76395,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,72, Honda Accord,2018,98925,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,46, Honda Civic,2018,76395,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,18, Nissan Versa,2015,50005,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,39, Ford Focus,2014,64142,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,22, Ford Fusion,2010,88297,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,45, Ford Focus,2017,33311,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,43, Chevrolet Trax,2012,93969,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,82, Jeep Patriot,2015,74351,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,52, Honda Civic,2017,76395,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,83, Hyundai Veloster,2020,81520,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,38, Toyota Camry,2015,62663,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,21, Honda Accord,2018,65991,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,29, Chevrolet Spark,2016,46496,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,77, Volkswagen Jetta,2018,65832,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,33, Chevrolet Spark,2012,35649,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,64, Chevrolet Malibu,2017,101082,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,73, Volkswagen Jetta,2010,80705,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,73, Ford Fiesta,2010,54988,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,61, Kia Optima,2020,82380,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,36, Chevrolet Equinox,2010,90962,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,63, Honda Civic,2016,74873,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,70, Volkswagen Jetta SportWagen,2019,98401,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,53, Ford Focus,2016,33519,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,75, Ford Fusion,2019,90303,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,55, FIAT ,2016,37925,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,42, Nissan Versa Note,2022,51528,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,64, Honda Civic,2013,74873,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,89, Kia Optima,2016,85838,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,33, Kia Optima,2022,85838,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,34, Honda Accord,2017,77277,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,87, Nissan Rogue,2010,93965,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,87, Jeep Patriot,2010,74351,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,77, Ford Escape,2012,87479,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,48, Hyundai Veloster,2022,81520,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,44, FIAT ,2018,35802,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,58, Ford Fusion,2016,90303,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,27, FIAT ,2016,37925,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,53, Volkswagen Jetta,2014,99292,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,60, Kia Optima,2010,82380,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,20, Ford Fusion,2013,90303,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,20, Kia Optima,2020,75666,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,30, Honda Accord,2020,65991,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,70, Mitsubishi Mirage,2012,29567,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,23, Honda Civic,2021,102953,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,57, Honda Accord,2018,65991,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,79, Kia Soul,2018,51860,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,59, Nissan Versa,2018,50005,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,46, Nissan Versa,2011,50005,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,63, Honda Civic,2017,74873,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,68, Chevrolet Cruze Limited,2021,49503,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,44, Kia Forte,2018,59470,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,78, Honda Civic,2017,76395,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,37, Honda Civic,2012,102953,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,21, Toyota Camry,2016,94283,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,30, Toyota Corolla,2022,99949,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,35, Nissan Sentra,2019,52630,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,52, Chevrolet Spark,2021,46496,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,75, Nissan LEAF,2019,22692,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,43, Ford Focus,2015,33519,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,77, Hyundai Elantra,2021,74253,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,46, Honda Accord,2019,65991,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,62, MAZDA MAZDA,2018,42208,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,26, Nissan Sentra,2013,52630,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,85, Ford Fusion,2012,71499,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,41, Toyota Prius,2020,93234,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,67, Subaru Impreza,2017,92696,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,53, Toyota Corolla,2022,82553,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,37, Ford Focus,2018,51691,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,26, Toyota Prius,2010,93234,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,74, Honda Civic,2012,70072,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,26, Nissan Altima,2020,75978,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,86, Chevrolet Spark EV,2012,52647,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,45, Hyundai Elantra,2022,11661,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,78, Chrysler Town & Country,2020,98899,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,59, Toyota Camry,2017,103143,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,53, Honda Civic,2019,74367,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,81, Volkswagen Passat,2022,89211,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,77, Toyota Camry,2013,103143,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,21, Honda Civic,2022,52455,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,70, Chevrolet Captiva Sport,2013,54393,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,59, MAZDA MAZDA,2019,63863,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,73, MAZDA MAZDA,2019,87905,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,46, Toyota Camry,2012,63522,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,36, Honda Civic,2013,65398,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,21, Saturn SKY,2011,71721,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,74, Honda CR-V,2014,56906,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,68, Hyundai Elantra,2022,74658,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,34, Ford Focus,2010,51691,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,62, Chevrolet Captiva Sport,2020,54393,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,80, Volkswagen Jetta,2019,49357,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,26, Toyota Corolla,2018,84366,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,60, Ford Focus,2020,51691,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,66, Chrysler ,2022,73290,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,89, Volkswagen Golf,2011,96270,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,79, Chevrolet Equinox,2012,75747,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,23, Toyota Corolla,2022,82553,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,83, Dodge Grand Caravan Passenger,2017,70885,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,66, Honda Accord,2018,77277,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,36, MAZDA MAZDA,2013,87905,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,63, Volkswagen Jetta,2021,49357,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,62, Toyota Corolla,2021,84366,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,87, Volkswagen Jetta,2017,80705,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,74, MAZDA MAZDA,2016,87905,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,39, Volkswagen Jetta,2014,49357,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,49, Toyota Corolla,2018,84366,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,40, Volkswagen Jetta,2021,49357,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,76, Toyota Corolla,2012,84366,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,71, Honda Accord,2021,77277,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,75, Mitsubishi Mirage G,2017,45100,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,22, MINI Hardtop  Door,2012,66233,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,61, Ford Taurus,2022,102449,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,52, Volkswagen Golf,2014,96270,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,34, Chevrolet Equinox,2013,75747,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,68, Chevrolet Equinox,2015,75747,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,22, Toyota Camry,2022,63522,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,60, Subaru Impreza,2022,92696,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,29, Mitsubishi Mirage G,2011,45100,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,79, Chevrolet Captiva Sport,2018,54393,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,54, MAZDA CX-,2021,104772,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,33, Chevrolet Captiva Sport,2010,54393,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,38, MAZDA MAZDA,2019,63863,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,31, Honda Accord,2017,77277,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,22, Toyota Corolla,2015,84366,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,67, Toyota Corolla,2017,84366,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,73, Nissan Versa Note,2021,51528,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,60, Chevrolet Spark,2018,49156,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,58, Honda Civic,2020,65398,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,59, Toyota Corolla,2018,84366,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,48, Nissan Versa Note,2010,51528,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,73, Chevrolet Spark,2021,49156,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,58, Acura TSX,2014,93831,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,60, Toyota Camry,2019,102513,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,64, Volkswagen Passat,2010,89211,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,77, Volkswagen Golf,2012,96270,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,65, Ford Focus,2019,45148,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,60, Volkswagen Passat,2017,79013,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,32, Kia Forte Koup,2018,84168,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,64, Toyota Corolla,2014,86661,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,86, Lincoln MKZ,2010,95785,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,38, Hyundai Elantra,2012,74658,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,40, Chevrolet Equinox,2022,70224,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,21, Nissan Rogue,2013,93965,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,60, Ford Focus,2018,51691,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,41, Volkswagen Passat,2020,79013,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,39, Volkswagen Passat,2018,79013,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,79, Nissan Versa Note,2020,51528,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,26, Honda Civic,2018,91502,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,48, Hyundai Sonata,2021,57965,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,55, Volkswagen Passat,2018,89211,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,43, Honda Civic,2017,52455,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,37, Ford Escape,2022,85044,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,36, Kia Sorento,2014,90275,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,84, Volkswagen Passat,2010,79013,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,18, Volkswagen Passat,2011,89211,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,78, MAZDA MAZDA,2014,78277,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,30, Hyundai Sonata,2017,97932,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,76, Volkswagen Passat,2014,89211,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,78, Volkswagen Golf,2019,96270,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,61, Toyota Prius,2018,101484,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,68, Chevrolet Captiva Sport,2015,54393,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,26, Hyundai Elantra,2019,74658,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,81, Honda Accord,2018,77277,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,59, Mitsubishi Mirage G,2013,45100,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,70, Toyota Corolla,2019,42338,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,29, Toyota Prius,2015,101484,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,53, Volkswagen Jetta,2021,80705,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,20, Subaru Impreza,2017,92696,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,44, Toyota Camry,2012,63522,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,18, Buick Encore,2018,92304,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,35, Hyundai Sonata,2013,57965,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,25, Toyota Corolla,2015,84366,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,31, Volkswagen Beetle,2019,74408,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,35, Saturn SKY,2015,71721,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,57, Volkswagen Golf,2012,96270,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,18, Ford Focus,2014,51691,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,71, Chrysler ,2017,73290,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,68, Kia Soul,2015,47307,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,43, Honda Civic,2018,52455,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,51, Chevrolet Spark EV,2019,52647,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,31, Volkswagen Beetle,2012,74408,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,54, Toyota Corolla,2016,82553,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,31, Nissan Rogue,2011,93965,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,18, MAZDA MAZDA,2022,63863,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,82, Ford Escape,2022,85044,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,65, MINI Hardtop  Door,2018,73744,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,84, MINI Hardtop  Door,2012,66233,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,46, Chevrolet Captiva Sport,2020,54393,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,19, MAZDA MAZDA,2019,78277,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,21, Honda Civic,2013,52455,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,37, Hyundai Elantra,2011,11661,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,26, Hyundai Sonata,2014,97932,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,29, Toyota Corolla,2016,84366,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,82, Hyundai Elantra,2010,52751,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,63, Volkswagen Passat,2013,89211,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,52, MAZDA MAZDA,2014,78277,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,77, Honda Civic,2021,25199,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,51, Subaru Impreza,2013,92696,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,51, Toyota Camry,2014,63522,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,62, Chevrolet Spark,2022,49156,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,88, Acura TSX,2011,93831,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,34, Mitsubishi Mirage G,2021,45100,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,38, Ford Taurus,2020,102449,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,53, MINI Hardtop  Door,2014,66233,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,51, Hyundai Sonata,2016,90589,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,85, Chevrolet Captiva Sport,2017,54393,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,72, Lincoln MKZ,2012,95785,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,19, Chevrolet Spark EV,2021,52647,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,80, Nissan Murano,2022,62789,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,86, Nissan Rogue,2018,93965,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,63, Honda CR-V,2020,56906,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,50, Volkswagen Jetta,2011,49357,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,74, Toyota Corolla,2010,84366,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,44, Mitsubishi Outlander Sport,2018,78344,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,63, Volkswagen Jetta,2015,80705,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,78, Toyota Prius,2020,101484,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,24, MAZDA MAZDA,2012,87905,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,79, Nissan Versa Note,2014,51528,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,22, Chrysler ,2018,73347,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,46, MINI Hardtop  Door,2010,73744,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,34, Volkswagen Jetta,2018,49357,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,57, Toyota Corolla,2015,84366,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Masculino,74, Honda Civic,2022,65398,15590.00,1064.80,contra terceros
zona 1 fuera de la ciudad,Femenino,61, Chevrolet Cruze,2014,55894,15590.00,1064.80,contra terceros
